,analogy,categorization,similarity,outlier_detection,PCE_mean
data_examples/glove_5_50_5.txt,0.24702833255133072,0.6368408168909272,0.4730887721293128,0.737109375,1.0
data_examples/wv2_model_11.vec,0.15312847246325031,0.5125208298610334,0.4153945690581943,0.6328125,0.05239429992752289
data_examples/fasttxt_model_31.vec,0.2082984478730933,0.4695149970167161,0.37053988220929746,0.6359843996840442,0.0
