,WS353,RG65,RW,MEN,MTurk,SIMLEX999,MC30,MTurk771,YP130,verb143,SimVerb3500,SemEval17,WordSim353_REL,WordSim353_SIM
data_examples/wv2_model_11.vec,0.5107430505485795,0.43240703512550704,0.1758297787919206,0.5305381315221421,0.5984510618238148,0.27473614419550185,0.6519804344768558,0.49095578915443394,0.3583039045722566,0.31923401218497804,0.11823817059930146,0.3258575156252506,0.4369640379447646,0.5912849002494127
data_examples/fasttxt_model_31.vec,0.42392865631861504,0.4004545920952573,0.09537602800759357,0.4450527057020797,0.4657491019767725,0.2600937795811169,0.6326212884702052,0.40491289605338276,0.39137181906230095,0.3564953690484941,0.13874457287678774,0.2892718607200061,0.4033294127854393,0.48015626823211355
data_examples/glove_5_50_5.txt,0.489662337635577,0.7156298184558808,0.261680605246842,0.6302598031862817,0.6046805788506745,0.2510215138801639,0.7018246724709909,0.5734200912748709,0.40901211517986513,0.3998533514329355,0.12563321709588066,0.40843492745218746,0.41939539957276856,0.632734378075459
